Podcast Name,Episode Title,Date,Episode Description,Guess of Sponsorship,Matched Keyword
台灣通勤第一品牌,EP168 多留兩份,"Sun, 02 Jan 2022 15:57:59 GMT","本集節目由【Seagate FireCuda】贊助播出
誰說電競宅男就不能當潮男? Seagate全新的FireCuda 外接霓彩極光硬碟，讓宅男搖身一變成現代都市潮男，會打game又跟著上時尚潮流，誰受的了~

🏆Firecuda 霓彩極光硬碟採用SEAGATE原裝硬碟，品質超讚。
🏰2TB~16TB 容量一應俱全，任君挑選。遊戲、直播存檔、小姐姐，都可以住在同一個屋簷下!
✨搭載最炫炮雷蛇Chroma RGB，金光閃閃，歲氣千條，在家就可開轟趴
☂全系列Seagate外接儲存產品，皆提供業界唯一 3年資料救援服務。
 
🦐初一 - 拾五台通聽眾專屬購買優惠: 現主時至2022/01/15點選以下”台通專屬隱型賣場”即可享最低85折優惠!

PCHOME 24小時購物: https://reurl.cc/Opbro9 
MOMO購物網: https://reurl.cc/VjaMv6 
 
🦐🦐SEAGATE一定要蝦挺一波，2022/01/10前購買FireCuda系列產品，Seagate再加碼送你STEAM點數! 
 
欲知詳情請至以下活動網站: https://reurl.cc/oeDY9v 

",sponsored,贊助播出
台灣通勤第一品牌,EP169 金榜題名,"Thu, 06 Jan 2022 12:33:21 GMT","本集節目由【Sony BRAVIA】贊助播出

這次介紹的是Sony BRAVIA XR X90J，
@SonyTaiwan特別提供給台通聽眾Sony獨家優惠 🔥
家家戶戶過年前換個大螢幕，首選Sony，
BRAVIA X90J是市面上CP值最高的日本製機種，
外型採用一體成型設計，窄邊框+超薄的機身側面，讓我新工作室看起來超有質感，極簡又不失科技感，完全是現代居家風格。
【愛打電動的我們】
PS5最佳組合的獨家功能，最重要的意義在於「更便利的使用體驗」。相較他牌「最佳整合度」是BRAVIA XR最大優勢，加上後續大幅提升使用體驗的韌體更新，毫無疑問是讓玩家更省心的最佳選擇。
【更常看電影追劇】
Google TV 簡易操作畫面 + 影音處理器 + BRAVIA支援最齊全影音規格，
就直接「把電影院搬回家」，給你最完整的影片體驗
有需要的聽眾可以在Sony官方網站購買指定機種並透過活動頁面內的專屬連結完成註冊，即可享有台通限定優惠！此優惠限定只有在官方網路商店購買才有！趁年終促銷期間買，除了原本的年終註冊送和週週抽之外，更加碼獨家優惠！
了解更多台通限定優惠：http://go.sony.tw/uDkUYBJJ
Sony BRAVIA Bouncy Balls 經典廣告：  https://bit.ly/3n5wLNM
#Sony #BRAVIA #PerfectforPS5
#Netflix #Disneyplus #CP值最高的日本製機種
",sponsored,贊助播出
台灣通勤第一品牌,EP170 望時間會留 ft.拍謝少年,"Sun, 09 Jan 2022 07:49:39 GMT","本集節目由【Panasonic eneloop 】贊助播出
Panasonic eneloop 出廠以太陽能預先充飽電！
從出廠前到開始使用後都很環保✌️✌️

eneloop 商品特色：
🇯🇵日本製造
🌍可重複充電約2100次
💰單次使用成本極低
💪🏻已充飽電，隨拆即用！

1/10~1/20 COSTCO會員護照期間，
 每組折價150元！（數量有限賣完為止）
🌍eneloop邀請尚未使用過充電池的新朋友、想再補一組的老朋友逛COSTCO的時候別忘了拿一組唷！

錯過這檔真的就要等明年了！！

#Panasonic 
#eneloop
#COSTCO
",sponsored,贊助播出
台灣通勤第一品牌,EP171 要怎麼知道我知不知道你的知道,"Tue, 11 Jan 2022 15:21:59 GMT","【2022 宜得利家居春節限定優惠】
https://bit.ly/3GhyaZ1
2022/1/14－2/28 期間，
宜得利會員限定優惠，
單筆消費滿 2,000 元送 200 點會員限期點數，
滿 3,000 元 送 300 點⋯⋯以此類推，
1點可折抵 1 元，贈送點數無上限。
滿額再抽「台北老爺大酒店 一泊二食 雙人住宿券」

#日本國民家居品牌
#宜得利家居春節SALE滿二千送200點
#宜得利家居滿額抽五星級雙人住宿券
#宜得利家居電動可躺式沙發人氣發售中
#宜得利家居會員點數1點可折抵1元
#宜得利家居秋冬指定品8折up
#ShareNitori

",sponsored,限定優惠
台灣通勤第一品牌,EP172 受迫性失誤,"Sat, 15 Jan 2022 15:46:51 GMT","本集節目由【BenQ投影機】贊助播出

這次介紹的是BenQ行動微型投影機GV30，

@ BenQ 推出旗下全系列微型投影機限時優惠 🔥


這些三款微型投影機，適合一些口袋不深、初次進入投影機世界、又很怕踩到雷的消費者，
購買BenQ有三大理由
1. BenQ投影機品牌有10多年歷史了，設計研發有保證
2. 提供三年全機保固
3. 強調色彩精準，確保看到最原汁原味的電影色彩


【躺著看首選-GV30】
GV30是BenQ最新機種，強調135度直接旋轉投影天花板、且內建Google認證AndroidTV智慧系統、16W超大喇叭，一台就有最頂級享受。
即日起~2/28，買完填寫心得問卷就送60吋行動便攜投影幕。
了解更多：https://benqurl.biz/3HENW0k 

【露營行動首選-GS2】
GS2投影機主打防水防摔、左右30度側投影，可安裝APP、支援手機/平板無線投影，一下就有星空電影院。
即日起~2/28，限時優惠時價16,900。
了解更多：https://benqurl.biz/32Qnkef 

【入門行動首選-GV1】
GV1投影機非常小巧可愛、僅708克重，可安裝APP、支援手機/平板無線投影，並支援藍牙喇叭模式，一機兩用。
即日起~2/28，限時優惠時價8,990。
了解更多：https://benqurl.biz/33aAMJo 


如果聽眾對於投影機還有更多問題、或是想要升級更強大的家庭電影院，都可以跟BenQ小編Line聊天，他們有「真人」客服線上回答問題。

#BenQ #BenQ投影機 #BenQGV30
#我的電影院 #家庭電影院


",sponsored,贊助播出
台灣通勤第一品牌,EP173 單身即OK,"Thu, 20 Jan 2022 12:19:09 GMT","本集節目由【樂天國際銀行】 合作播出

1、Pi拍錢包餐飲美食通路50%回饋，1/14-2/28 新開戶推薦序號輸入WIN，3/10前用樂天網銀APP支付Pi 拍錢包的餐飲通路，享有50%回饋（上限300元／人） ，回饋金不限單筆、可以跨店累計。
舊用戶推薦朋友新開戶，兩人也都能享有300元的餐飲回饋，同時新開戶的朋友一樣會拿到200元開戶現金回饋。

2、新台幣高利優存2.55%，1/27前存款7天就可享年利率2.55%，每人限存1筆、每筆台幣20萬元。

3、2/28前申請樂天分期型貸款，不論你貸多少錢，第一期的利息都只要付5元！如果你能趕上在2022/1/31前成功撥貸且正常繳款一期，還可以再抽switch OLED，貸款年利率最低1.68%起，24小時都能線上申請，最快2天就能撥款！

4、老活動，開戶輸入 WIN 在指定期限完成開卡，還是有200元現金回饋。

以上優惠詳情請見樂天國際銀行官方網站：https://pros.is/3z3jhv
",sponsored,合作播出
台灣通勤第一品牌,EP174 明天給我答覆 ft.吳釗燮,"Sun, 23 Jan 2022 13:11:38 GMT","@國家電影及視聽文化中心 從1月21日起推出結合影展及展覽的「#島嶼江湖：武俠在台灣」影視聽特展。
【TFAI X 台灣通勤第一品牌～獨家優惠！】
特展連結：https://reurl.cc/RjXXNe
購票登入OpenTix並點選-「島嶼江湖-網路活動優惠」，並輸入優惠碼：TFAI2022，可享不限張數8.5折。
邀請知名影評人 @塗翔文 與國家影視聽中心執行長王君琦共同策展精選1950年代至21世紀後，橫跨超過一甲子台灣電影史的代表作。
從大家耳熟能詳的台灣武俠經典，到近年鮮少在台灣大銀幕映演的傳說作品都網羅其中，也推出結合實體展覽、#AR體驗、#5G多視角高畫質直播劇場，呈現「武俠在台灣」 #電影 、#電視 及 #廣播 的不同面向與發展，有興趣的大家千萬不要錯過了。
.
「島嶼江湖：武俠在台灣」影視聽特展
放映時間：1月21日至4月24日（展覽2月4日開展）
放映地點：國家影視聽中心（新北市新莊區文藝路2號）
購票：全票220元，套票5張800元，另有會員優惠價
請洽OPENTIX兩廳院售票生活
特展官網：https://reurl.cc/RjXXNe
",sponsored,獨家優惠
台灣通勤第一品牌,EP175 好想吃烏魚子,"Fri, 28 Jan 2022 12:36:46 GMT","本集節目由【tourbobo】贊助播出

說走就走，就訂tourbobo！
台灣最完整的防疫旅館訂房平台

✔ 專人服務為你即時處理
✔ 全台房源選擇更多元
✔ 房價透明把關最嚴格
點我看更多：https://bit.ly/34xgYkb 

超讚滿額優惠，限時進行中
▶ KKBOX免費暢聽 1 個月
▶ Foodpanda免運券 10 組
▶ 最高補助計程車費 1,000 元
▶ 企業學生預訂最高 10% 優惠
▶ 移工入境省荷包最高 8% 優惠
點我看更多：https://bit.ly/3teLcmu 
立即加入 官方LINE@ 由專人為您說明
",sponsored,贊助播出
台灣通勤第一品牌,EP176 到底多冷才可以不用洗澡?,"Mon, 31 Jan 2022 01:10:05 GMT","本集節目由【台美檢驗】合作播出
台美檢驗是台灣本土最大的第三方檢驗機構，也是疾病管制署認可「嚴重特殊傳染性肺炎｣的檢驗機構，且為合格之「自費檢驗COVID-19指定機構｣，具有P2 plus負壓實驗室，具備高通量自動化檢驗設備，最快 2小時即可取得新冠 PCR核酸檢測報告。
台美設立戶外獨立採檢站，每次採檢每人隔約20分鐘(採檢5分鐘、環境清消10分鐘、5分鐘緩衝)，減少排隊群聚風險及等待的時間。
【民眾新冠 PCR核酸採檢預約】
了解更多：https://superlab.tw/i0yb
【公司團體 PCR核酸篩檢】
了解更多：https://superlab.tw/6emo
【食品/化粧品/健康食品/環境/醫材檢驗】
了解更多：https://superlab.tw/sn8c
【查驗登記/標章申請認證委託代辦】
了解更多：https://superlab.tw/xef2
",sponsored,合作播出
台灣通勤第一品牌,EP177 依然新年快樂,"Thu, 10 Feb 2022 12:16:13 GMT","本集節目由【樂天國際銀行】 合作播出

🧧開包紅包200元拿了沒?

樂天網銀開戶輸入推薦序號【WIN】再完成開卡，回饋開工紅包200元!
開戶連結→ https://pse.is/3qq9nb 

💰拿完200還有這些優惠，不拿超可惜💰

1.每個月不定期⚡高利快閃活動⚡
本月22號前，單筆30萬元存7天享年利率3%。

2.餐飲類消費50%回饋(每人上限300元) 👉活動只到3/10！
輸入WIN開戶再登入樂天銀行APP支付餐飲類消費回饋50%(買600送300的意思)~
如果你已經是舊戶，成功推薦一個新戶開戶的話你也可以同享50%回饋!

3.台幣活儲10萬元內享有3%年利率！😲
設定樂天銀行帳戶自動扣繳樂天信用卡費，達到門檻就可享有10萬元內活儲年利率最高3%！(活動持續到今年6/30)

4.貸款固定年利率1%
2/28前樂天網銀推出貸款固定年利率1%，一率到底不調高、不綁約。
2月底前成功撥款且首期正常繳款，再抽現金16888大紅包祝你一路發發發！

立即開戶(記得輸入WIN喔)→ https://pse.is/3qq9nb 

以上優惠詳情請見樂天國際銀行官方網站：https://pros.is/3z3jhv
",sponsored,合作播出
台灣通勤第一品牌,EP178 一張不賣，奇蹟自來,"Wed, 16 Feb 2022 12:19:22 GMT","本集節目由【L’Ange棉之境】合作播出
厭倦浴巾、毛巾吸水緩慢，又不快乾，還有臭臭霉味嗎？
#棉之境 天然純棉，不含人造纖維、柔軟劑、甲醛、螢光劑，不刺激肌膚，感受最天然與純淨的觸感～
特殊織法，吸水又快乾，越洗越柔軟！
#抗菌包裝 隨開即用，方便又衛生，外出攜帶超方便！
規格多，用途廣，浴巾、擦髮巾、枕巾、小方巾，不只新生兒、敏感肌適用，全家大小都適合。
【台通專屬】優惠連結：https://bit.ly/3oWPuvU
🙌🏻即日起至3/8，L’Ange棉之境☁️全系列享95折優惠！
🎁單筆訂單滿2000加贈9層紗小方巾 1入 (顏色隨機)
",sponsored,合作播出
台灣通勤第一品牌,EP179 SEVEN,"Mon, 21 Feb 2022 12:28:12 GMT","本集節目由【SEAGATE】贊助播出
筆電&amp;手機容量已達極限，是要刪掉過去的高解析出遊回憶照，還是嘔心瀝血的絕美珍藏？小孩才做選擇，你要的是 SEAGATE Expansion 外接硬碟
遊戲存不下、影片不捨刪、壓縮再壓縮？因為你還沒購入Seagate Expansion行動硬碟啦！
延續上次大容量主題，本期持續強打誇張的4TB超大容量，充實你的美好人生，讓你的心靈資料庫與你一起上天下海，再多的_______都裝得下! ♥️
-
👍 極簡線條，不凡設計。超越表姊的時尚品味，結合經理人的俐落形象。專業美型，禁得起各大辦公桌、咖啡桌的美學考驗
🤘   完全相容Windows / Mac OS，專為雙系統跨線仔安排的貼心設定!
👌  3年原廠保固，3個工作天內全台到府收送，線上申請免出門、免運費。
👏 業界唯一，實驗室級資料救援服務，90% 以上成功救援率*。省下妳資料遺失時心碎的眼淚，酷酷集團工具人再也無需GOOGLE怎麼DIY救援資料!
-
🦐好康鮮蝦挺🦐 現賺700元起
🥇好市多會員於2/21~3/03門市或線上購買EXPANSION Portable 4TB，現折400元!  特價貨源限量供應，敬請把握!
🥈3/14前，於SEAGATE活動網站登錄發票再送你300元FamilyMart 即享券，詳情▶️ https://reurl.cc/l9aYR9
🥉超派買就送！限量超硬派之硬碟保護包，上山下海為你溫柔呵護💪
誰說好市多只能搶美牛?
⚠️⚠️⚠️如遇缺貨，廠商緊急補貨中⚠️⚠️⚠️
好市多連結在這邊，看了有喜歡，馬上帶貨傳送門  ▶️  https://reurl.cc/NpNxrk
⚠️⚠️⚠️如遇缺貨，廠商緊急補貨中⚠️⚠️⚠️
*90%以上資料救援成功率為內部統計之結果，實際救援結果會依照硬碟損壞狀況以及損壞方式而有所不同。
",sponsored,贊助播出
台灣通勤第一品牌,EP180 買機車怎麼沒送大鎖,"Fri, 25 Feb 2022 14:48:27 GMT","本集節目由【樂天國際銀行】 合作播出
樂天網銀開戶輸入推薦序號【WIN】再完成開卡，回饋200元
開戶連結→ https://pse.is/3qq9nb
💰拿完200還有這些優惠，不拿超可惜💰
😲 回饋升級!! 4/10前，登入樂天網銀使用手機支付，不限通路回饋50% (每人上限300元)！
輸入WIN開戶再登入樂天銀行APP支付，所有消費回饋50%（累計買600送300）超商也能使用！
如果你已經是舊戶，成功推薦一個新戶開戶的話你也可以同享50%回饋!
💵 台幣活儲10萬元內享有3%年利率！
設定樂天帳戶自動扣繳樂天信用卡費，達到門檻就可享有10萬元內活儲年利率最高3%！
活動持續到今年6/30！
設定樂天帳戶自動扣繳樂天信用卡費，不限刷卡金額，次月享有樂天帳戶活儲年利率1%，金額無上限！無上限！無上限！
輸入WIN開戶→ https://pse.is/3qq9nb
申辦樂天信用卡→ https://pros.is/3zxzeg
",sponsored,合作播出
,,,,,
Gooaye 股癌,EP197 | 樂透仔,"Wed, 01 Dec 2021 10:55:18 GMT","你會因為股票今天漲而糾結昨天為何賣，跟樂透開出來你後悔沒簽那幾個號碼其實是差不多的意思；聊一下避險、部位風控。

本集節目由 OhMai 與《世紀帝國 4》贊助

繼最經典的二代推出睽違長達 22 年後，正宗四代續作帶領玩家重新找回 PC 即時戰略遊戲的榮光。透過 OhMai 購買《世紀帝國 4》PC Steam 中文數位標準版只要 NT 1,390 元，輸入折扣碼 gooaye 可再折 40 元、比 Steam 商店現省 149 元！

這款真的超好玩，一窩蜂火箭弄到你哭，法蘭西騎士，村民的夢魘。
連結：https://AOE4.OhMai.tw/gooaye
折扣碼：gooaye

股癌傳送門：https://linktr.ee/gooaye",sponsored,本集節目由
Gooaye 股癌,EP198 | 破壞式創新低,"Sat, 04 Dec 2021 09:50:34 GMT","破壞式創新股正在破壞式創新低，殺聲震天除了躺平、祈禱，打世紀帝國，還是有很多事情可以做。

家裡亮晶晶，財神笑嘻嘻
伊萊克斯新一代完美管家無線hepa吸塵器，比五折還便宜!!
1、hepa等級濾網：過濾效果更強大，有效對抗塵蟎等過敏源
2、500g無重力手感：清潔非常省力，男女老幼都能輕鬆的使用。
3、毛髮截斷功能：不需徒手清理，即可輕易解決吸頭被毛髮纏繞的困擾
4、吸頭大全配：5款吸頭，床墊、細縫、沙發等任何死角都可以完美清潔。
5、可自行站立設計，走到哪站到哪，不需要另購收納架!
【主委專屬優惠重點】
1、輸入股癌專屬折扣碼gooaye，吸塵器直接折價5910元，買愈多折愈多!
2、滿額再送「伊萊克斯真空機」或「伊萊克斯空氣清淨機」
新年新氣象，快購入一台CP值超高的吸塵器，輕鬆乾淨過好年! 限時賣場只到12/12
賣場連結：https://gbf.tw/qztlr

股癌傳送門：https://linktr.ee/gooaye
",sponsored,專屬優惠
Gooaye 股癌,EP199 | 挖挖,"Wed, 08 Dec 2021 09:12:14 GMT","挖挖挖

買績優股聽股癌，養出肌優寶靠 #妙而舒

👇雙十二【破盤下殺】+【主委專屬優惠碼】現折優惠 往下看領取👇

菜雞爸媽必投資1 #妙而舒_頂柔舒護

1) 如喀什米爾羊毛般五星級蓬軟，一摸就知道選對了
2) 100%*透氣素材，維護小屁屁健康和平
3) 超萌粉嫩色，叫老公尿布記得買那款粉色包裝

寶寶會翻身後必投資2 #妙而舒_妙兒褲

1) 2.5倍**超彈力腰圍，爸爸也能輕鬆套牢好動寶
2) 波型透氣腰圍，乾爽舒適無負擔
想要管理小屁屁皮膚風險

主委選用來自日本肌研究的「妙而舒」
通過 #小主委屁屁五星認證
🎵 呵護屁屁 #妙而舒好亞沙系やさしい
【入手尿布績優股妙而舒傳送門 #限時優惠 至12/14】
滿額現折100，三大通路一次滿足***

👉momo購物網：主委折扣碼 L4AAGRZ109O0
https://bit.ly/3y32fqz
👉蝦皮花王旗艦館：主委折扣碼 KAOTGOAYE
https://bit.ly/3Dv3RMX
👉PChome指定賣場：點選連結領折扣卷！
https://bit.ly/32e4Gfx

@Merries 妙而舒台灣
*不包含重覆黏貼膠帶
**對比撐開前（花王調查）
***優惠碼/券數量有限，使用規範依各通路說明內容為準

股癌傳送門：https://linktr.ee/gooaye",sponsored,專屬優惠
Gooaye 股癌,EP200 | 提款仔,"Sat, 11 Dec 2021 09:26:38 GMT","米國高層賣股額創新高是稅務問題啦，也不是說看壞還怎樣的。他們很多股票還因為 option + RSU，看似狂賣卻持股反而增加超爽der。

本集節目由拜耳拜維佳贊助

在工作滿檔的12月，面對各種股市寒冬及疫情風聲，你是不是已經做好萬全準備～
主委邀你跟拜維佳一起打起精神 #POWERON ，小小一錠攜帶好方便，維持思緒清晰，對抗寒冬不擔心。
**#拜維佳主委獨家優惠 **挺你到底，拜維佳30錠2入組限時優惠61折，領券再送$50，快揪前後左右同事一起團購買一波！
#跟主委一起對抗寒冬 #獲利POWERON

連結：https://reurl.cc/EZ9Xx1
內審字號: CH-20211201-77

股癌傳送門：https://linktr.ee/gooaye",sponsored,獨家優惠
Gooaye 股癌,EP201 | 被弄出翔,"Wed, 15 Dec 2021 10:53:40 GMT","被行情弄出翔來？我也是。

本節目由 HARU 含春贊助

堅持要帶給你「完美的情愛體驗」的HARU又再次創新😍
歷經兩年的研發，HARU含春終於成功推出了STEAMY熱愛型保險套！
將HARU最知名的熱感潤滑液與保險套結合，一款有溫度的保險套就此誕生🔥
😚STEAMY Thin 熱愛輕薄型保險套使用起來「輕薄絲滑」
👑STEAMY King Head 熱愛型保險套則是「前端加厚」

兩款則都添加了「STEAMY大麻熱感潤滑液」，帶給你熱感愛潮般的體感享受。想要知道兩款使用起來不同的地方在哪裡嗎😏，那就快親自來體驗看看吧！

偷偷跟你說…🤫「搭配HARUOrgasm大麻熱浪迷情潤滑液更刺激更享受～」

現在就跟著主委和HARU一起熱愛人生吧！
主委專屬9折折扣碼：「gooaye 」
現在購買，買越多，折越多❤️
傳送門： https://letsharu.cc/zSsfJ
現在下載HARU App 不只享九折還有$50折扣金！
第二傳送門：https://bmai.cc/3g77r6

股癌傳送門：https://linktr.ee/gooaye",sponsored,本節目由
